TIME,moduletemperature_forecast,SITE,COUNTRY,STATE,CUSTOMER,YEAR,MONTH,DATE,Actual_moduletemperature,Hour-Min,Month-Date
2019-02-20 19:30,26.02342603,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,23.4,19:30:00,2-20
2019-02-20 19:40,25.84231213,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,23,19:40:00,2-20
2019-02-20 19:50,25.30153527,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,23,19:50:00,2-20
2019-02-20 20:00,24.83100969,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,23,20:00:00,2-20
2019-02-20 20:10,24.72048876,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,23,20:10:00,2-20
2019-02-20 20:20,24.14516883,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,23,20:20:00,2-20
2019-02-20 20:30,23.81528667,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,22.2,20:30:00,2-20
2019-02-20 20:40,24.07019351,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,22,20:40:00,2-20
2019-02-20 20:50,24.13980434,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,22,20:50:00,2-20
2019-02-20 21:00,24.10012122,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,22,21:00:00,2-20
2019-02-20 21:10,23.64089836,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,22,21:10:00,2-20
2019-02-20 21:20,23.36644728,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,21.5,21:20:00,2-20
2019-02-20 21:30,23.08700552,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,21,21:30:00,2-20
2019-02-20 21:40,23.53760948,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,21,21:40:00,2-20
2019-02-20 21:50,23.72849694,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,21,21:50:00,2-20
2019-02-20 22:00,24.17934219,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,21,22:00:00,2-20
2019-02-20 22:10,24.09014169,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,21,22:10:00,2-20
2019-02-20 22:20,24.01641538,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,21,22:20:00,2-20
2019-02-20 22:30,23.80263655,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,20.9,22:30:00,2-20
2019-02-20 22:40,23.65904354,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,20,22:40:00,2-20
2019-02-20 22:50,23.65571372,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,20,22:50:00,2-20
2019-02-20 23:00,23.40720122,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,20,23:00:00,2-20
2019-02-20 23:10,23.61430823,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,19.6,23:10:00,2-20
2019-02-20 23:20,23.19158907,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,19,23:20:00,2-20
2019-02-20 23:30,22.99375914,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,19,23:30:00,2-20
2019-02-20 23:40,22.74561448,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,19.2,23:40:00,2-20
2019-02-20 23:50,22.81291735,Lexicon,INDIA,Gujarat,Vikram,2019,2,20,19,23:50:00,2-20
2019-02-21 00:00,19.38428518,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,00:00:00,2-21
2019-02-21 00:10,18.92959766,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,00:10:00,2-21
2019-02-21 00:20,18.46006716,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,00:20:00,2-21
2019-02-21 00:30,17.83443606,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,00:30:00,2-21
2019-02-21 00:40,17.15272961,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,00:40:00,2-21
2019-02-21 00:50,16.56651373,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,00:50:00,2-21
2019-02-21 01:00,16.51852116,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18.31578947,01:00:00,2-21
2019-02-21 01:10,16.47781869,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,01:10:00,2-21
2019-02-21 01:20,16.52692692,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,01:20:00,2-21
2019-02-21 01:30,16.00623121,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17.2,01:30:00,2-21
2019-02-21 01:40,15.97446958,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,01:40:00,2-21
2019-02-21 01:50,15.75576613,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,01:50:00,2-21
2019-02-21 02:00,15.78450222,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,02:00:00,2-21
2019-02-21 02:10,15.88146575,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,02:10:00,2-21
2019-02-21 02:20,16.5294957,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,02:20:00,2-21
2019-02-21 02:30,16.55604919,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,02:30:00,2-21
2019-02-21 02:40,16.92678374,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,02:40:00,2-21
2019-02-21 02:50,17.29684618,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,02:50:00,2-21
2019-02-21 03:00,17.04215085,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,03:00:00,2-21
2019-02-21 03:10,17.03502411,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17.8,03:10:00,2-21
2019-02-21 03:20,17.54112163,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,03:20:00,2-21
2019-02-21 03:30,17.77071734,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,03:30:00,2-21
2019-02-21 03:40,17.72382695,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,03:40:00,2-21
2019-02-21 03:50,17.60738844,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17.9,03:50:00,2-21
2019-02-21 04:00,17.83526206,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17.1,04:00:00,2-21
2019-02-21 04:10,17.57643656,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17.5,04:10:00,2-21
2019-02-21 04:20,17.56528697,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,04:20:00,2-21
2019-02-21 04:30,17.58464664,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,04:30:00,2-21
2019-02-21 04:40,17.39658054,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,04:40:00,2-21
2019-02-21 04:50,16.86315329,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,04:50:00,2-21
2019-02-21 05:00,16.26027453,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,05:00:00,2-21
2019-02-21 05:10,16.07077622,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,05:10:00,2-21
2019-02-21 05:20,15.6049282,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17.9,05:20:00,2-21
2019-02-21 05:30,15.55940715,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,05:30:00,2-21
2019-02-21 05:40,15.17550807,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,05:40:00,2-21
2019-02-21 05:50,14.71529368,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,05:50:00,2-21
2019-02-21 06:00,14.66851708,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,06:00:00,2-21
2019-02-21 06:10,14.68339509,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,06:10:00,2-21
2019-02-21 06:20,14.69788646,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,06:20:00,2-21
2019-02-21 06:30,14.71200124,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,06:30:00,2-21
2019-02-21 06:40,14.72574922,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,06:40:00,2-21
2019-02-21 06:50,14.6701657,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,06:50:00,2-21
2019-02-21 07:00,14.75218264,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,07:00:00,2-21
2019-02-21 07:10,14.76488642,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,07:10:00,2-21
2019-02-21 07:20,14.77726006,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,07:20:00,2-21
2019-02-21 07:30,14.78931215,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,07:30:00,2-21
2019-02-21 07:40,15.36310259,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,07:40:00,2-21
2019-02-21 07:50,15.81248486,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,07:50:00,2-21
2019-02-21 08:00,16.51336378,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,08:00:00,2-21
2019-02-21 08:10,17.14497906,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,08:10:00,2-21
2019-02-21 08:20,17.56938979,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,08:20:00,2-21
2019-02-21 08:30,18.47634551,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,08:30:00,2-21
2019-02-21 08:40,19.17611113,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,08:40:00,2-21
2019-02-21 08:50,20.3445905,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,08:50:00,2-21
2019-02-21 09:00,21.36794504,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,09:00:00,2-21
2019-02-21 09:10,22.06694936,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,09:10:00,2-21
2019-02-21 09:20,23.30366143,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17.6,09:20:00,2-21
2019-02-21 09:30,24.55039683,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18.7,09:30:00,2-21
2019-02-21 09:40,25.87280077,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,20,09:40:00,2-21
2019-02-21 09:50,26.90190497,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,21.6,09:50:00,2-21
2019-02-21 10:00,27.98950897,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,23.7,10:00:00,2-21
2019-02-21 10:10,29.34921131,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,23.9,10:10:00,2-21
2019-02-21 10:20,30.7397339,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,24.6,10:20:00,2-21
2019-02-21 10:30,32.14031409,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,25,10:30:00,2-21
2019-02-21 10:40,33.09249308,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,25,10:40:00,2-21
2019-02-21 10:50,34.11345638,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,25.7,10:50:00,2-21
2019-02-21 11:00,34.72731204,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,26,11:00:00,2-21
2019-02-21 11:10,35.95149776,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,27.5,11:10:00,2-21
2019-02-21 11:20,36.23755954,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,28.6,11:20:00,2-21
2019-02-21 11:30,37.47499173,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,29.7,11:30:00,2-21
2019-02-21 11:40,38.7776441,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,31.1,11:40:00,2-21
2019-02-21 11:50,40.38908752,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,33.4,11:50:00,2-21
2019-02-21 12:00,40.16862124,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,34.3,12:00:00,2-21
2019-02-21 12:10,40.82284589,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,32.8,12:10:00,2-21
2019-02-21 12:20,42.08050826,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,32.8,12:20:00,2-21
2019-02-21 12:30,41.6239269,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30.2,12:30:00,2-21
2019-02-21 12:40,40.25335805,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,28.2,12:40:00,2-21
2019-02-21 12:50,40.3654703,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,28,12:50:00,2-21
2019-02-21 13:00,42.02898902,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,28.3,13:00:00,2-21
2019-02-21 13:10,42.48929371,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,29,13:10:00,2-21
2019-02-21 13:20,39.8802438,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,29,13:20:00,2-21
2019-02-21 13:30,38.91235281,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,28.5,13:30:00,2-21
2019-02-21 13:40,41.23100001,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,28.4,13:40:00,2-21
2019-02-21 13:50,42.69748276,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,29.7,13:50:00,2-21
2019-02-21 14:00,42.86385035,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,31.6,14:00:00,2-21
2019-02-21 14:10,40.30216266,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30.2,14:10:00,2-21
2019-02-21 14:20,40.79958707,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,34.1,14:20:00,2-21
2019-02-21 14:30,41.59665262,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30.9,14:30:00,2-21
2019-02-21 14:40,42.19310964,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30,14:40:00,2-21
2019-02-21 14:50,42.7899706,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30.8,14:50:00,2-21
2019-02-21 15:00,40.24160968,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,34,15:00:00,2-21
2019-02-21 15:10,37.09382854,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,33.4,15:10:00,2-21
2019-02-21 15:20,38.95561813,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30.3,15:20:00,2-21
2019-02-21 15:30,40.80748219,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30,15:30:00,2-21
2019-02-21 15:40,37.12413952,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30.9,15:40:00,2-21
2019-02-21 15:50,34.76173111,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,32.7,15:50:00,2-21
2019-02-21 16:00,33.10641386,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,32.8,16:00:00,2-21
2019-02-21 16:10,32.61306638,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,31.7,16:10:00,2-21
2019-02-21 16:20,32.3368197,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,30,16:20:00,2-21
2019-02-21 16:30,31.73972744,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,29.4,16:30:00,2-21
2019-02-21 16:40,31.27358539,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,29,16:40:00,2-21
2019-02-21 16:50,30.65557597,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,28,16:50:00,2-21
2019-02-21 17:00,30.41005663,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,27.6,17:00:00,2-21
2019-02-21 17:10,30.14369947,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,26.5,17:10:00,2-21
2019-02-21 17:20,29.66342897,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,25.5,17:20:00,2-21
2019-02-21 17:30,29.57283445,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,24.5,17:30:00,2-21
2019-02-21 17:40,28.87525274,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,24,17:40:00,2-21
2019-02-21 17:50,28.67068551,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,23.3,17:50:00,2-21
2019-02-21 18:00,28.19016019,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,23,18:00:00,2-21
2019-02-21 18:10,27.98547214,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,23,18:10:00,2-21
2019-02-21 18:20,27.6773909,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,22.2,18:20:00,2-21
2019-02-21 18:30,27.05874288,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,21.6,18:30:00,2-21
2019-02-21 18:40,26.64696243,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,20.7,18:40:00,2-21
2019-02-21 18:50,26.02487055,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,20,18:50:00,2-21
2019-02-21 19:00,25.99580373,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,20,19:00:00,2-21
2019-02-21 19:10,25.65284067,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19.5,19:10:00,2-21
2019-02-21 19:20,25.30982803,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,19:20:00,2-21
2019-02-21 19:30,25.12548353,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,19:30:00,2-21
2019-02-21 19:40,25.00314355,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,19,19:40:00,2-21
2019-02-21 19:50,24.65998975,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,19:50:00,2-21
2019-02-21 20:00,24.31679133,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,18,20:00:00,2-21
2019-02-21 20:10,24.31842054,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17.2,20:10:00,2-21
2019-02-21 20:20,23.97513631,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,20:20:00,2-21
2019-02-21 20:30,23.38360461,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,17,20:30:00,2-21
2019-02-21 20:40,23.59895542,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,16.2,20:40:00,2-21
2019-02-21 20:50,24.0142671,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,16,20:50:00,2-21
2019-02-21 21:00,24.01569534,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,16,21:00:00,2-21
2019-02-21 21:10,23.53426691,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,15.6,21:10:00,2-21
2019-02-21 21:20,23.24254455,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,15,21:20:00,2-21
2019-02-21 21:30,23.01976121,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,15,21:30:00,2-21
2019-02-21 21:40,23.50386623,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,15,21:40:00,2-21
2019-02-21 21:50,23.71204096,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14.6,21:50:00,2-21
2019-02-21 22:00,24.19608004,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,22:00:00,2-21
2019-02-21 22:10,24.40419053,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,22:10:00,2-21
2019-02-21 22:20,24.4053475,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,22:20:00,2-21
2019-02-21 22:30,24.37544862,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,22:30:00,2-21
2019-02-21 22:40,24.09731423,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,22:40:00,2-21
2019-02-21 22:50,24.09838332,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,22:50:00,2-21
2019-02-21 23:00,24.09942462,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,23:00:00,2-21
2019-02-21 23:10,23.97633576,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,23:10:00,2-21
2019-02-21 23:20,23.30834942,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,23:20:00,2-21
2019-02-21 23:30,23.10238897,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,14,23:30:00,2-21
2019-02-21 23:40,23.16537774,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,13.2,23:40:00,2-21
2019-02-21 23:50,23.10423904,Lexicon,INDIA,Gujarat,Vikram,2019,2,21,13,23:50:00,2-21
2019-02-22 00:00,13.17772072,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,12.4,00:00:00,2-22
2019-02-22 00:10,13.15439219,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,12,00:10:00,2-22
2019-02-22 00:20,13.23958806,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,12,00:20:00,2-22
2019-02-22 00:30,13.18019126,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,12,00:30:00,2-22
2019-02-22 00:40,13.00442687,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,11.4,00:40:00,2-22
2019-02-22 00:50,13.16253422,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,11,00:50:00,2-22
2019-02-22 01:00,12.75123691,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,11,01:00:00,2-22
2019-02-22 01:10,12.60854091,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,11,01:10:00,2-22
2019-02-22 01:20,12.89660726,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,11,01:20:00,2-22
2019-02-22 01:30,12.46566967,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10.1,01:30:00,2-22
2019-02-22 01:40,12.4063282,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10,01:40:00,2-22
2019-02-22 01:50,12.31865979,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10,01:50:00,2-22
2019-02-22 02:00,12.45289043,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10,02:00:00,2-22
2019-02-22 02:10,12.58401814,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10.1,02:10:00,2-22
2019-02-22 02:20,12.71211464,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10,02:20:00,2-22
2019-02-22 02:30,12.83725,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10,02:30:00,2-22
2019-02-22 02:40,12.95949268,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9.3,02:40:00,2-22
2019-02-22 02:50,13.07890955,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9.3,02:50:00,2-22
2019-02-22 03:00,12.94235609,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,03:00:00,2-22
2019-02-22 03:10,13.60310594,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,03:10:00,2-22
2019-02-22 03:20,13.85816244,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,03:20:00,2-22
2019-02-22 03:30,13.96691434,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,03:30:00,2-22
2019-02-22 03:40,14.07315229,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9.6,03:40:00,2-22
2019-02-22 03:50,14.10506882,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10,03:50:00,2-22
2019-02-22 04:00,13.63152726,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10,04:00:00,2-22
2019-02-22 04:10,13.76481913,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10,04:10:00,2-22
2019-02-22 04:20,14.19276255,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9.6,04:20:00,2-22
2019-02-22 04:30,14.28727601,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,04:30:00,2-22
2019-02-22 04:40,14.37960466,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,04:40:00,2-22
2019-02-22 04:50,14.46979899,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,04:50:00,2-22
2019-02-22 05:00,14.55790836,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,05:00:00,2-22
2019-02-22 05:10,14.64398095,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,05:10:00,2-22
2019-02-22 05:20,14.65619827,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,05:20:00,2-22
2019-02-22 05:30,14.03527846,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,05:30:00,2-22
2019-02-22 05:40,14.00298119,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,05:40:00,2-22
2019-02-22 05:50,14.02509789,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,05:50:00,2-22
2019-02-22 06:00,14.04540261,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,06:00:00,2-22
2019-02-22 06:10,14.12020606,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,06:10:00,2-22
2019-02-22 06:20,14.19328033,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,06:20:00,2-22
2019-02-22 06:30,14.26466538,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,06:30:00,2-22
2019-02-22 06:40,14.33440026,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,06:40:00,2-22
2019-02-22 06:50,14.40252312,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,06:50:00,2-22
2019-02-22 07:00,14.46907122,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,07:00:00,2-22
2019-02-22 07:10,14.53408097,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,07:10:00,2-22
2019-02-22 07:20,14.59758792,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,07:20:00,2-22
2019-02-22 07:30,14.65962682,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9,07:30:00,2-22
2019-02-22 07:40,14.91717258,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9.5,07:40:00,2-22
2019-02-22 07:50,15.06077967,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9.1,07:50:00,2-22
2019-02-22 08:00,15.11861491,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,9.4,08:00:00,2-22
2019-02-22 08:10,15.17511319,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,10.6,08:10:00,2-22
2019-02-22 08:20,15.23030544,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,11.3,08:20:00,2-22
2019-02-22 08:30,15.28422184,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,12.6,08:30:00,2-22
2019-02-22 08:40,15.33689188,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,13.7,08:40:00,2-22
2019-02-22 08:50,15.50088208,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,15.2,08:50:00,2-22
2019-02-22 09:00,15.71995174,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,17.2,09:00:00,2-22
2019-02-22 09:10,15.76905294,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,18.9,09:10:00,2-22
2019-02-22 09:20,16.36075024,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,20.7,09:20:00,2-22
2019-02-22 09:30,17.50760758,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,22.9,09:30:00,2-22
2019-02-22 09:40,18.74084404,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,26.4,09:40:00,2-22
2019-02-22 09:50,20.04794696,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,29.5,09:50:00,2-22
2019-02-22 10:00,21.51640309,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,31.3,10:00:00,2-22
2019-02-22 10:10,21.92788222,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,30.8,10:10:00,2-22
2019-02-22 10:20,22.72583721,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,31.5,10:20:00,2-22
2019-02-22 10:30,23.50417283,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,32.7,10:30:00,2-22
2019-02-22 10:40,23.71276054,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,31.7,10:40:00,2-22
2019-02-22 10:50,24.42348765,Lexicon,INDIA,Gujarat,Vikram,2019,2,22,32.6,10:50:00,2-22
